"league","season","team","player","league_id","season_id","team_id","player_id","position_raw","matches","minutes","goals","xg","np_goals","np_xg","assists","xa","shots","key_passes","yellow_cards","red_cards","xgchain","xgbuildup","nation","position_group","npg","xg_plus_xa","npg_plus_xa","xg_per90","xa_per90","xgchain_per90","xgbuildup_per90","npg_per90","goals_per90","shots_per90","key_passes_per90","assists_per90","sb_minutes","sb_goals","sb_xg","sb_np_xg","sb_shots","sb_np_shots","sb_assists","sb_xa","sb_key_passes","sb_progressive_passes","sb_progressive_carries","sb_competitions","sb_nation"
"ENG-Premier League",2425,"Aston Villa","Youri Tielemans",1,2024,71,5956,"M S",36,3049,3,3.70977460965514,3,2.94860577210784,7,8.04423737712204,41,60,4,0,21.228765130043,16.2056951858103,"Belgium","M S",NA,11.7540119867772,8.04423737712204,0.109504662141346,0.237448791059686,0.626628029420752,0.478357680132151,NA,0.0885536241390619,1.21023286323385,1.77107248278124,0.206625122991145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENG-Premier League",2425,"Bournemouth","Adam Smith",1,2024,73,825,"D S",25,1625,0,0.32612682133913,0,0.32612682133913,0,0.443089626729488,3,8,7,0,5.33907953090966,4.74545836634934,"England","D S",NA,0.769216448068619,0.443089626729488,0.0180624085664749,0.0245403485573255,0.295702866327304,0.262825386443963,NA,0,0.166153846153846,0.443076923076923,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENG-Premier League",2425,"Bournemouth","Alex Scott",1,2024,73,12149,"M S",20,764,0,0.700017574243248,0,0.700017574243248,0,1.21589888213202,15,12,3,0,3.54234739113599,1.86926468834281,"England","M S",NA,1.91591645637527,1.21589888213202,0.0824628032485501,0.143234161507699,0.417292231940104,0.220201337632006,NA,0,1.76701570680628,1.41361256544503,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENG-Premier League",2425,"Bournemouth","Antoine Semenyo",1,2024,73,11363,"F M S",37,3219,11,14.5493463128805,11,14.5493463128805,5,6.6087940055877,126,46,9,0,26.1797647625208,7.88416787609458,"Ghana","F M S",NA,21.1581403184682,6.6087940055877,0.406785078645308,0.184775228488006,0.731959872204682,0.220433398213269,NA,0.307548928238583,3.52283317800559,1.2861136999068,0.139794967381174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENG-Premier League",2425,"Bournemouth","Dean Huijsen",1,2024,73,11943,"D S",32,2403,3,1.57288726791739,3,1.57288726791739,2,2.33190260455012,17,15,10,0,11.5502217020839,10.0397496689111,"Spain","D S",NA,3.90478987246752,2.33190260455012,0.0589096355025241,0.0873371762003791,0.432592573111758,0.376020586850603,NA,0.112359550561798,0.636704119850187,0.561797752808989,0.0749063670411985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENG-Premier League",2425,"Bournemouth","Enes Ünal",1,2024,73,6219,"F S",17,292,2,2.01699289679527,2,2.01699289679527,1,0.545154508203268,19,4,2,0,2.62587218545377,0.934865294024348,"Turkey","F S",NA,2.56214740499854,0.545154508203268,0.621675892847858,0.168027074446213,0.80934416674945,0.288143412541751,NA,0.616438356164384,5.85616438356164,1.23287671232877,0.308219178082192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENG-Premier League",2425,"Bournemouth","Evanilson",1,2024,73,12963,"F S",31,2376,10,13.714270060882,10,12.9531012009829,1,1.91518477257341,73,25,1,1,15.3868781737983,2.78522523492575,"Brazil","F S",NA,15.6294548334554,1.91518477257341,0.51947992654856,0.0725448777489928,0.582836294462058,0.1055009558684,NA,0.378787878787879,2.76515151515152,0.946969696969697,0.0378787878787878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENG-Premier League",2425,"Bournemouth","Julián Araujo",1,2024,73,11745,"D S",12,496,0,0,0,0,0,0.0628243163228035,0,1,2,0,1.80034966394305,1.80034966394305,"United States","D S",NA,0.0628243163228035,0.0628243163228035,0,0.0113995735263151,0.326676350312247,0.326676350312247,NA,0,0,0.181451612903226,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENG-Premier League",2425,"Bournemouth","Justin Kluivert",1,2024,73,6963,"M S",34,2390,12,10.4416099768132,6,5.87459684535861,6,5.5128961186856,63,44,8,0,15.8158802688122,6.40296694822609,"Netherlands","M S",NA,15.9545060954988,5.5128961186856,0.393198702055727,0.207598598611592,0.595577081252342,0.241115910184246,NA,0.451882845188284,2.37238493723849,1.65690376569038,0.225941422594142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENG-Premier League",2425,"Bournemouth","Kepa",1,2024,73,5061,"GK",31,2790,0,0.0683941841125488,0,0.0683941841125488,0,0.0258998982608318,1,1,3,0,3.48387137055397,3.48387137055397,"Spain","GK",NA,0.0942940823733806,0.0258998982608318,0.0022062640036306,0.000835480589059,0.112382947437225,0.112382947437225,NA,0,0.032258064516129,0.032258064516129,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENG-Premier League",2425,"Bournemouth","Lewis Cook",1,2024,73,1789,"D M S",36,2978,1,0.963939368724823,1,0.963939368724823,3,4.5853610355407,14,47,8,1,12.7057905588299,10.7139339838177,"England","D M S",NA,5.54930040426552,4.5853610355407,0.0291318143671034,0.138577062860532,0.383989640797411,0.323792497831965,NA,0.0302216252518468,0.423102753525856,1.4204163868368,0.0906648757555406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENG-Premier League",2425,"Bournemouth","Marcos Senesi",1,2024,73,10864,"D S",17,1117,0,0.651189494878054,0,0.651189494878054,0,0.238286847248673,2,5,5,0,4.34851803909987,4.16858572047204,"Argentina","D S",NA,0.889476342126727,0.238286847248673,0.0524682672685987,0.0191994773969387,0.350372984350034,0.335875304245733,NA,0,0.161145926589078,0.402864816472695,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENG-Premier League",2425,"Bournemouth","Marcus Tavernier",1,2024,73,10741,"M S",29,1930,3,6.41148680634797,3,6.41148680634797,5,5.20189913921058,57,43,6,0,16.5135042332113,8.32546447217464,"England","M S",NA,11.6133859455585,5.20189913921058,0.298981250036952,0.242575607527955,0.770059782895863,0.388234094557367,NA,0.139896373056995,2.6580310880829,2.00518134715026,0.233160621761658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENG-Premier League",2425,"Bournemouth","Max Aarons",1,2024,73,7688,"D S",3,78,0,0,0,0,0,0,0,0,0,0,0.963919162750244,0.963919162750244,"England","D S",NA,0,0,0,0,1.11221441855797,1.11221441855797,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENG-Premier League",2425,"Bournemouth","Neto",1,2024,73,1297,"GK",2,180,0,0,0,0,0,0,0,0,0,0,0.428331613540649,0.428331613540649,"Brazil","GK",NA,0,0,0,0,0.214165806770325,0.214165806770325,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENG-Premier League",2425,"Bournemouth","Ryan Christie",1,2024,73,10744,"M S",29,2150,2,1.6256808117032,2,1.6256808117032,3,3.81941715814173,33,42,9,0,9.73165653645992,6.20394588634372,"Scotland","M S",NA,5.44509796984494,3.81941715814173,0.0680517549085062,0.15988257871291,0.40737166896809,0.259700060358574,NA,0.0837209302325581,1.38139534883721,1.75813953488372,0.125581395348837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENG-Premier League",2425,"Bournemouth","Tyler Adams",1,2024,73,7352,"M S",28,1965,0,1.40703412890434,0,1.40703412890434,3,1.50689454376698,9,18,7,0,7.6065224930644,5.1692106006667,"United States","M S",NA,2.91392867267132,1.50689454376698,0.0644443112475271,0.0690180707068843,0.34839034319379,0.236757737435116,NA,0,0.412213740458015,0.824427480916031,0.137404580152672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENG-Premier League",2425,"Brentford","Ben Mee",1,2024,244,1654,"D S",7,181,0,0,0,0,0,0,0,0,2,0,0.0300854332745075,0.0300854332745075,"England","D S",NA,0,0,0,0,0.0149596077055562,0.0149596077055562,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENG-Premier League",2425,"Brentford","Bryan Mbeumo",1,2024,244,6552,"D F M",38,3419,20,13.6321614645422,15,9.06514835730195,7,10.3764887023717,86,70,3,0,24.3771132938564,9.35183473210782,"France","D F M",NA,24.0086501669139,10.3764887023717,0.3588460169081,0.27314535923178,0.64169061025068,0.246172894381311,NA,0.52646972799064,2.26381983035975,1.84264404796724,0.184264404796724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENG-Premier League",2425,"Brentford","Ethan Pinnock",1,2024,244,9678,"D S",22,1912,2,0.937605172395706,2,0.937605172395706,0,1.51028421521187,10,8,2,0,8.14112170878798,7.11040406953543,"England","D S",NA,2.44788938760757,1.51028421521187,0.0441341346838983,0.0710907841888431,0.383211795915752,0.334694752227086,NA,0.0941422594142259,0.47071129707113,0.376569037656904,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENG-Premier League",2425,"Brentford","Keane Lewis-Potter",1,2024,244,10809,"D M S",38,3131,1,3.25760676246136,1,3.25760676246136,3,3.33834637887776,28,26,7,0,9.59696724079549,5.59095348790288,"England","D M S",NA,6.59595314133912,3.33834637887776,0.093639287327219,0.0959601322577446,0.275862999575725,0.160710895532181,NA,0.0287448099648674,0.804854679016289,0.747365059086554,0.0862344298946023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENG-Premier League",2425,"Brentford","Kevin Schade",1,2024,244,9156,"F M S",38,2332,11,9.46799769997597,11,9.46799769997597,2,3.71452272776514,55,23,3,0,15.767545722425,4.10542070120573,"Germany","F M S",NA,13.1825204277411,3.71452272776514,0.365402998712623,0.143356365994366,0.608524491860312,0.158442479892159,NA,0.424528301886792,2.12264150943396,0.887650085763293,0.0771869639794168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENG-Premier League",2425,"Brentford","Kristoffer Ajer",1,2024,244,9677,"D S",24,1450,0,1.14245666749775,0,1.14245666749775,0,1.47241520602256,9,9,5,0,4.82284405920655,2.97065035346895,"Norway","D S",NA,2.61487187352031,1.47241520602256,0.0709111034998606,0.0913912886496761,0.299348941605924,0.184385194353245,NA,0,0.558620689655172,0.558620689655172,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENG-Premier League",2425,"Brentford","Mark Flekken",1,2024,244,7047,"GK",37,3275,0,0,0,0,2,0.548015311360359,0,2,1,0,7.10789134074003,6.88467725086957,"Netherlands","GK",NA,0.548015311360359,0.548015311360359,0,0.0150599627549411,0.195331365089039,0.189197237428477,NA,0,0,0.0549618320610687,0.0549618320610687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENG-Premier League",2425,"Brentford","Rico Henry",1,2024,244,9679,"S",5,80,0,0,0,0,0,0,0,0,0,0,1.00354287773371,1.00354287773371,"England","S",NA,0,0,0,0,1.12898573745042,1.12898573745042,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENG-Premier League",2425,"Brentford","Sepp van den Berg",1,2024,244,10721,"D S",31,2602,0,2.14777341112494,0,2.14777341112494,0,1.0297654978931,20,7,3,0,11.5454811798409,9.67497936356813,"Netherlands","D S",NA,3.17753890901804,1.0297654978931,0.0742888574178497,0.0356183300577934,0.399344083853066,0.33464571203733,NA,0,0.691775557263643,0.242121445042275,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENG-Premier League",2425,"Brentford","Thiago",1,2024,244,13222,"F S",8,148,0,0.109442012384534,0,0.109442012384534,0,0.114455375820398,2,2,0,0,0.667888628318906,0.443991243839264,"Spain","F S",NA,0.223897388204932,0.114455375820398,0.066552575098703,0.0696012420529449,0.406148490193929,0.26999467530766,NA,0,1.21621621621622,1.21621621621622,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENG-Premier League",2425,"Brentford","Vitaly Janelt",1,2024,244,9680,"D M S",32,2303,1,0.945827063173056,1,0.945827063173056,3,2.35883970186114,14,14,3,0,8.97201941628009,5.99117012415081,"Germany","D M S",NA,3.3046667650342,2.35883970186114,0.0369624123688992,0.0921821854830668,0.350621688000525,0.234131702637244,NA,0.0390794615718627,0.547112462006079,0.547112462006079,0.117238384715588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENG-Premier League",2425,"Brentford","Yoane Wissa",1,2024,244,5786,"F M S",35,2943,18,20.7310595288873,18,20.7310595288873,4,3.44947411492467,90,28,5,0,27.7267787121236,5.4269892545417,"France","F M S",NA,24.1805336438119,3.44947411492467,0.633977355623464,0.105488505043568,0.847913722083292,0.165962974145006,NA,0.55045871559633,2.75229357798165,0.856269113149847,0.122324159021407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENG-Premier League",2425,"Brighton","Adam Webster",1,2024,220,7699,"D S",14,888,0,0.376469648443162,0,0.376469648443162,0,0.381896670907736,5,3,1,0,4.8232598900795,4.7510524764657,"England","D S",NA,0.758366319350898,0.381896670907736,0.0381557076124826,0.0387057436730813,0.488843907778327,0.481525588830983,NA,0,0.506756756756757,0.304054054054054,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENG-Premier League",2425,"Brighton","Bart Verbruggen",1,2024,220,11711,"GK",36,3240,0,0,0,0,1,0.0531018786132335,0,1,5,0,6.665416944772,6.61231506615877,"Netherlands","GK",NA,0.0531018786132335,0.0531018786132335,0,0.0014750521837009,0.185150470688111,0.18367541850441,NA,0,0,0.0277777777777777,0.0277777777777777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENG-Premier League",2425,"Brighton","Brajan Gruda",1,2024,220,11310,"F M S",21,684,1,1.0134435147047,1,1.0134435147047,4,2.27269402518868,11,23,0,0,3.96596534922719,1.7325535658747,"Germany","F M S",NA,3.28613753989339,2.27269402518868,0.133347830882198,0.299038687524827,0.521837545950946,0.227967574457197,NA,0.131578947368421,1.44736842105263,3.02631578947368,0.526315789473684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENG-Premier League",2425,"Brighton","Danny Welbeck",1,2024,220,501,"F S",30,2152,10,10.4560290835798,9,9.69486024603248,4,2.07679554447532,59,23,4,0,15.5179619826376,5.87254350818694,"England","F S",NA,12.5328246280551,2.07679554447532,0.437287461673875,0.0868548322503617,0.648985398902132,0.245598938539416,NA,0.4182156133829,2.46747211895911,0.961895910780669,0.16728624535316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENG-Premier League",2425,"Brighton","Diego Gómez",1,2024,220,13364,"M S",16,487,1,0.87732569500804,1,0.87732569500804,0,1.58219228498638,9,9,0,0,4.76662696152925,4.03085853159428,"Colombia","M S",NA,2.45951797999442,1.58219228498638,0.162134112013806,0.29239693151699,0.880896153054688,0.744922521239189,NA,0.184804928131417,1.66324435318275,1.66324435318275,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENG-Premier League",2425,"Brighton","Estupiñán",1,2024,220,5136,"D S",30,2404,1,1.31834855675697,1,1.31834855675697,1,2.32082061469555,28,27,5,0,12.2989985384047,10.6156419217587,"Ecuador","D S",NA,3.63916917145252,2.32082061469555,0.0493558111930647,0.0868859631125621,0.460445036795517,0.397424198401946,NA,0.0374376039933444,1.04825291181364,1.0108153078203,0.0374376039933444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENG-Premier League",2425,"Brighton","Ferdi Kadioglu",1,2024,220,13066,"D M S",6,401,1,0.602393262088299,1,0.602393262088299,0,0.164559896104038,4,5,1,0,2.18833044916391,1.5457853525877,"Canada","D M S",NA,0.766953158192337,0.164559896104038,0.13520048276296,0.0369336425171157,0.491146484849756,0.346934368411204,NA,0.224438902743142,0.897755610972569,1.12219451371571,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENG-Premier League",2425,"Brighton","Georginio Rutter",1,2024,220,6937,"F M S",28,1679,5,5.67705953679979,5,5.67705953679979,3,3.13244705460966,50,19,2,0,10.1841896865517,2.7958165332675,"France","F M S",NA,8.80950659140944,3.13244705460966,0.304309325974974,0.167909609836134,0.545906534716886,0.149865091122141,NA,0.26801667659321,2.6801667659321,1.0184633710542,0.160810005955926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENG-Premier League",2425,"Brighton","Igor Julio",1,2024,220,7943,"D S",13,959,0,0.0835000127553939,0,0.0835000127553939,0,0.142763135954738,1,2,4,0,4.97057988122106,4.82781675830483,"Brazil","D S",NA,0.226263148710132,0.142763135954738,0.0078362889968565,0.0133980002460129,0.466477778216783,0.453079779194406,NA,0,0.0938477580813347,0.187695516162669,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENG-Premier League",2425,"Brighton","Jack Hinshelwood",1,2024,220,11269,"D F M S",26,1857,5,3.25377158727497,5,3.25377158727497,2,1.42111999355257,18,16,5,0,9.02886555343866,7.10915582068264,"England","D F M S",NA,4.67489158082753,1.42111999355257,0.157694907299271,0.0688749592998012,0.437586375772472,0.34454713185861,NA,0.24232633279483,0.872374798061389,0.775444264943457,0.0969305331179321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENG-Premier League",2425,"Brighton","Jan Paul van Hecke",1,2024,220,10807,"D S",34,2962,1,1.00021098740399,1,1.00021098740399,1,1.55869930610061,17,16,6,1,14.846226522699,13.8114305380732,"Netherlands","D S",NA,2.5589102935046,1.55869930610061,0.030391285910317,0.0473608837100116,0.451100738366951,0.419658591636255,NA,0.0303848750844024,0.516542876434841,0.486158001350439,0.0303848750844024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENG-Premier League",2425,"Brighton","Jason Steele",1,2024,220,7235,"GK",2,180,0,0,0,0,0,0,0,0,0,0,0.407882899045944,0.407882899045944,"England","GK",NA,0,0,0,0,0.203941449522972,0.203941449522972,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENG-Premier League",2425,"Brighton","João Pedro",1,2024,220,8272,"F M S",27,1975,10,8.86360486783087,5,5.0577606651932,6,5.61851917393506,47,30,4,1,15.910436924547,7.64521633461118,"Brazil","F M S",NA,14.4821240417659,5.61851917393506,0.403911107901154,0.256033785141344,0.725032568713532,0.348389605121522,NA,0.455696202531646,2.14177215189873,1.36708860759494,0.273417721518987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENG-Premier League",2425,"Brighton","Joël Veltman",1,2024,220,8780,"D S",21,1714,0,0.797680461779237,0,0.797680461779237,0,0.756764858961105,6,6,5,0,6.47655471041799,5.07230084203184,"Netherlands","D S",NA,1.55444532074034,0.756764858961105,0.0418852051109284,0.0397367778917733,0.34007580159721,0.266340184237378,NA,0,0.315052508751459,0.315052508751459,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENG-Premier League",2425,"Brighton","Julio Enciso",1,2024,220,11058,"M S",25,1168,2,2.74004520662129,2,2.74004520662129,3,2.22762095183134,52,18,3,0,6.23110981471837,2.78694912325591,"Paraguay","M S",NA,4.96766615845263,2.22762095183134,0.211133620373216,0.171648874713031,0.480136886408093,0.214747792031705,NA,0.154109589041096,4.00684931506849,1.38698630136986,0.231164383561644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENG-Premier League",2425,"Brighton","Kaoru Mitoma",1,2024,220,10806,"F M S",36,2608,10,10.2226947471499,10,10.2226947471499,4,4.94920497946441,57,37,1,0,21.4070556089282,8.42782643437386,"Japan","F M S",NA,15.1718997266144,4.94920497946441,0.352777042654714,0.170793116622622,0.738740415952277,0.290837568670877,NA,0.345092024539877,1.9670245398773,1.27684049079755,0.138036809815951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENG-Premier League",2425,"Brighton","Lewis Dunk",1,2024,220,6048,"D S",25,2083,0,1.10702731274068,0,1.10702731274068,0,0.516802633181214,12,5,5,0,10.1973497532308,10.1027855537832,"England","D S",NA,1.6238299459219,0.516802633181214,0.0478312329076627,0.0223294464648628,0.440596004700323,0.436510177551842,NA,0,0.518482957273164,0.216034565530485,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENG-Premier League",2425,"Brighton","Mats Wieffer",1,2024,220,12758,"D M S",25,988,1,1.09930423460901,1,1.09930423460901,3,1.06694354210049,9,15,6,0,5.1766372891143,4.24745732732117,"Netherlands","D M S",NA,2.1662477767095,1.06694354210049,0.100139049711347,0.0971912133492348,0.471556028360614,0.386914129006989,NA,0.0910931174089068,0.819838056680162,1.3663967611336,0.273279352226721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENG-Premier League",2425,"Brighton","Matt O'Riley",1,2024,220,13206,"M S",21,934,2,3.06105027720332,1,2.29988143965602,2,2.41480107046664,22,21,1,0,6.48497926536947,2.85896886978298,"England","M S",NA,5.47585134766996,2.41480107046664,0.29496201814593,0.232689610644537,0.624890935635174,0.275489505653607,NA,0.19271948608137,2.11991434689507,2.02355460385439,0.19271948608137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENG-Premier League",2425,"Brighton","Simon Adingra",1,2024,220,11710,"D M S",29,1081,2,3.1380675714463,2,3.1380675714463,2,2.06632373295724,34,16,0,0,5.76306748762727,2.16839083470404,"Ivory Coast","D M S",NA,5.20439130440354,2.06632373295724,0.261263720101912,0.172034353345191,0.479811354196535,0.180532076894878,NA,0.166512488436633,2.83071230342276,1.33209990749306,0.166512488436633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENG-Premier League",2425,"Brighton","Solly March",1,2024,220,6049,"M S",8,149,0,0.0514545002952218,0,0.0514545002952218,0,0.233987972140312,2,3,2,0,0.39429784566164,0.31552192568779,"England","M S",NA,0.285442472435534,0.233987972140312,0.0310798995071809,0.141335016729048,0.238166483956695,0.190583713502692,NA,0,1.20805369127517,1.81208053691275,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENG-Premier League",2425,"Brighton","Yasin Ayari",1,2024,220,11385,"M S",34,1977,2,2.23429166153073,2,2.23429166153073,1,3.11455430276692,28,28,3,0,10.2078282982111,7.50495975092053,"Sweden","M S",NA,5.34884596429765,3.11455430276692,0.101712822224464,0.141785476605474,0.464696280646939,0.341652188964516,NA,0.0910470409711684,1.27465857359636,1.27465857359636,0.0455235204855842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENG-Premier League",2425,"Chelsea","Benoit Badiashile Mukinayi",1,2024,80,7240,"D S",5,323,0,0,0,0,0,0,0,0,0,0,0.782876066863537,0.782876066863537,"France","D S",NA,0,0,0,0,0.218138842160119,0.218138842160119,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENG-Premier League",2425,"Chelsea","Christopher Nkunku",1,2024,80,3300,"F M S",27,878,3,5.02792521938682,3,5.02792521938682,2,2.01363115385175,25,14,2,0,6.76954055111855,1.95451688300818,"France","F M S",NA,7.04155637323856,2.01363115385175,0.515390967818694,0.206408660417605,0.693916457403952,0.200349111014506,NA,0.30751708428246,2.5626423690205,1.43507972665148,0.20501138952164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENG-Premier League",2425,"Chelsea","Cole Palmer",1,2024,80,8497,"M S",37,3228,15,15.7742364518344,11,11.9683921225369,8,12.9543664082885,126,87,7,0,29.9998373184353,9.8022615686059,"England","M S",NA,28.7286028601229,12.9543664082885,0.439802131556722,0.361181219561946,0.836426691034442,0.273297255630276,NA,0.4182156133829,3.51301115241636,2.42565055762082,0.223048327137546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENG-Premier League",2425,"Chelsea","Enzo Fernández",1,2024,80,11356,"M S",36,2941,6,6.13321648724377,6,6.13321648724377,7,7.737509123981,53,77,8,0,20.8484170548618,10.7254819590598,"Argentina","M S",NA,13.8707256112248,7.737509123981,0.187687685770806,0.236781986112985,0.637999841869283,0.328219441113698,NA,0.183611016661,1.62189731383883,2.35634138048283,0.214212852771166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENG-Premier League",2425,"Chelsea","Filip Jorgensen",1,2024,80,9272,"GK",6,540,0,0,0,0,0,0,0,0,0,0,1.43310713768005,1.43310713768005,"Sweden","GK",NA,0,0,0,0,0.238851189613342,0.238851189613342,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENG-Premier League",2425,"Chelsea","Jadon Sancho",1,2024,80,6345,"M S",31,1760,3,2.41743157058954,3,2.41743157058954,4,4.31433184444904,24,39,2,0,10.8590468652546,5.5996805652976,"England","M S",NA,6.73176341503859,4.31433184444904,0.123618659859693,0.22061924204569,0.555292169245976,0.286347301634536,NA,0.153409090909091,1.22727272727273,1.99431818181818,0.204545454545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENG-Premier League",2425,"Chelsea","João Félix",1,2024,80,7892,"M S",12,343,1,2.64809543825686,1,2.64809543825686,1,0.684384163469076,20,6,2,0,4.42587601952255,1.29647939838469,"Portugal","M S",NA,3.33247960172594,0.684384163469076,0.694835537735036,0.179576019569145,1.16130857655111,0.340184098701522,NA,0.262390670553936,5.24781341107872,1.57434402332362,0.262390670553936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENG-Premier League",2425,"Chelsea","Kiernan Dewsbury-Hall",1,2024,80,9739,"M S",13,234,0,0.0894354954361915,0,0.0894354954361915,1,0.805668704211712,1,3,0,0,1.33877371996641,0.443669468164444,"England","M S",NA,0.895104199647903,0.805668704211712,0.0343982674754582,0.309872578542966,0.514912969217851,0.170642103140171,NA,0,0.384615384615385,1.15384615384615,0.384615384615385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENG-Premier League",2425,"Chelsea","Levi Colwill",1,2024,80,10805,"D",35,3150,2,2.48561214469373,2,2.48561214469373,1,1.06622738298029,17,12,9,0,15.1626685261726,13.843638241291,"England","DEF",NA,3.55183952767402,1.06622738298029,0.0710174898483923,0.0304636395137224,0.43321910074779,0.395532521179744,NA,0.0571428571428571,0.485714285714286,0.342857142857143,0.0285714285714285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENG-Premier League",2425,"Chelsea","Malo Gusto",1,2024,80,9017,"D S",32,1838,0,1.55621479824185,0,1.55621479824185,1,1.3432905767113,22,22,4,0,10.9802107736468,9.03074331022799,"France","D S",NA,2.89950537495315,1.3432905767113,0.07620203038181,0.0657759259543072,0.537659939950062,0.442201794298433,NA,0,1.07725788900979,1.07725788900979,0.0489662676822633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
